0.000077	-0.000190	59.999191	-6999.713867	3951.787598	5035.732422	
0.000231	-0.000570	99.995941	-6999.142578	3919.364258	5059.196289	
0.000465	-0.001139	139.988617	-6998.285156	3886.731445	5082.389648	
0.000778	-0.001897	179.975586	-6997.142578	3853.890625	5105.311523	
0.001172	-0.002843	219.955231	-6995.713867	3820.843750	5127.959961	
0.001648	-0.003977	259.925903	-6994.000000	3787.592285	5150.333984	
0.002208	-0.005297	299.885986	-6992.000000	3754.138184	5172.431641	
0.002851	-0.006804	339.833801	-6989.714844	3720.482422	5194.251953	
0.003580	-0.008497	379.767761	-6987.143555	3686.626953	5215.792969	
0.004395	-0.010376	419.686218	-6984.287109	3652.573242	5237.053711	
0.005297	-0.012439	459.587524	-6981.144531	3618.323242	5258.033203	
0.006288	-0.014687	499.470032	-6977.716797	3583.878418	5278.729492	
0.007368	-0.017118	539.332092	-6974.003906	3549.240234	5299.141602	
0.008538	-0.019733	579.172180	-6970.005859	3514.410645	5319.267578	
0.009800	-0.022530	618.988586	-6965.722656	3479.391113	5339.105469	
0.011155	-0.025509	658.779602	-6961.154297	3444.183594	5358.654297	
0.012603	-0.028669	698.543640	-6956.300781	3408.789551	5377.913086	
0.014146	-0.032011	738.279114	-6951.162109	3373.210449	5396.879883	
0.015784	-0.035532	777.984314	-6945.738281	3337.448242	5415.553711	
0.017520	-0.039234	817.657654	-6940.029297	3301.504395	5433.932617	
0.019353	-0.043114	857.297424	-6934.036133	3265.380859	5452.015625	
0.021284	-0.047173	896.902039	-6927.757812	3229.079102	5469.801758	
0.023316	-0.051409	936.469788	-6921.195312	3192.601074	5487.289062	
0.025449	-0.055823	975.999084	-6914.348633	3155.948242	5504.475586	
0.027683	-0.060413	1015.488220	-6907.216797	3119.122559	5521.360352	
0.030020	-0.065179	1054.935547	-6899.800781	3082.125488	5537.942383	
0.032462	-0.070121	1094.339355	-6892.101562	3044.958984	5554.219727	
0.035008	-0.075237	1133.698242	-6884.118164	3007.624512	5570.190430	
0.037660	-0.080527	1173.010254	-6875.850586	2970.124023	5585.853516	
0.040420	-0.085991	1212.273926	-6867.299805	2932.459473	5601.208008	
0.043287	-0.091627	1251.487549	-6858.464844	2894.632324	5616.251953	
0.046263	-0.097435	1290.649658	-6849.346680	2856.644531	5630.984375	
0.049350	-0.103415	1329.758301	-6839.945312	2818.498047	5645.403320	
0.052548	-0.109565	1368.812012	-6830.260742	2780.194336	5659.507812	
0.055858	-0.115885	1407.808838	-6820.292969	2741.735352	5673.295898	
0.059281	-0.122375	1446.747314	-6810.042969	2703.123047	5686.766602	
0.062818	-0.129033	1485.625977	-6799.510742	2664.358887	5699.917969	
0.066470	-0.135859	1524.442871	-6788.695312	2625.445312	5712.749023	
0.070239	-0.142853	1563.196289	-6777.597656	2586.383789	5725.258789	
0.074124	-0.150013	1601.884766	-6766.218750	2547.176270	5737.444336	
0.078128	-0.157339	1640.506592	-6754.557617	2507.824707	5749.305664	
0.082251	-0.164830	1679.060059	-6742.615234	2468.330566	5760.840820	
